"Erz. d. Landwirtschaft, Jagd und Dienstleistungen",Forstwirtschaftl. Erzeugnisse und Dienstleistungen,"Fische, Fischerei- und Aquakulturerzeugnisse, DL",Kohle,Erdöl und Erdgas,"Erze, Steine und Erden, sonstige Bergbauerz., DL","Nahrungs- u. Futtermittel, Getränke, Tabakerzeugn.","Textilien, Bekleidung, Leder und Lederwaren","Holz,Holz- u.Korkwaren (oh.Möbel),Flecht- u.Korbw.","Papier, Pappe und Waren daraus","Druckereileist., besp. Ton-, Bild- u. Datenträger",Kokerei- und Mineralölerzeugnisse,Chemische Erzeugnisse,Pharmazeutische Erzeugnisse,Gummi- und Kunststoffwaren,Glas und Glaswaren,"Keramik, bearbeitete Steine und Erden","Roheisen, Stahl, Erz.d.erst. Bearb.v.Eisen u.Stahl",NE-Metalle und Halbzeug daraus,Gießereierzeugnisse,Metallerzeugnisse,"DV-Geräte, elektronische und optische Erzeugnisse",Elektrische Ausrüstungen,Maschinen,Kraftwagen und Kraftwagenteile,Sonstige Fahrzeuge,"Möbel und Waren, a.n.g.","Rep., Instandh. u. Inst. v. Maschinen u. Ausrüst.","Elektr.Strom,DL d.Elektriz.-,Wärme-u.Kälteversorg.","Indust.erz.Gase, Dienstleistungen d.Gasversorgung","Wasser, Dienstleistungen der Wasserversorgung","DL d. Abwasser-, Abfallentsorgung u. Rückgewinnung",Hochbauarbeiten,Tiefbauarbeiten,"Vorb.Baustellen-,Bauinstallations-,Ausbauarbeiten","Handelsleistungen mit Kfz, Instandh. und Reparatur",Großhandelsleistungen (oh.Handelsleistungen m.Kfz),Einzelhandelsleistungen (ohne Handelsleist.m.Kfz),Landverkehrs- u. Transportleist. in Rohrfernleit.,Schifffahrtsleistungen,Luftfahrtleistungen,"Lagereileist.,sonst. Dienstleistungen f.d. Verkehr","Post-, Kurier- und Expressdienstleistungen",Beherbergungs- und Gastronomiedienstleistungen,Dienstleistungen des Verlagswesens,"DL v. audiovis.Med., Musikverlag. u.RF-veranstalt.",Telekommunikationsdienstleistungen,IT- und Informationsdienstleistungen,Finanzdienstleistungen,Dienstleistungen v.Versicherungen u.Pensionskassen,Mit Finanz- u.Versicherungs-DL verbundene Dienstl.,Dienstleistungen d. Grundstücks- u. Wohnungswesens,"DL der Rechts-, Steuer- und Unternehmensberatung","DL v. Arch.-/Ing.-büros,techn.,phys.,chem.Unters.",Forschungs- und Entwicklungsleistungen,Werbe- und Marktforschungsleistungen,"Sonst. freiberufl.,wiss.,techn. u.veterinärmed. DL",Dienstleist. der Vermietung v. beweglichen Sachen,DL d. Vermittlung u. Überlassung v. Arbeitskräften,"DL v. Reisebüros, -veranstaltern u. sonst. Reserv.","Wach-, Sicherheits-DL, wirtschaftliche DL a.n.g",DL d. öffentlichen Verwaltung und der Verteidigung,Dienstleistungen der Sozialversicherung,Erziehungs- und Unterrichtsdienstleistungen,Dienstleistungen des Gesundheitswesens,Dienstleistungen von Heimen und des Sozialwesens,"Dienstleist. der Kunst, Kultur u. des Glücksspiels","DL des Sports, der Unterhaltung und der Erholung","DL d. Interessenvertr., kirchl. u.sonst. Vereinig.",Reparaturarbeiten an DV-Geräten u. Gebrauchsgütern,Sonstige überwiegend persönliche Dienstleistungen,DemandShockAmount
0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998,1.0
0.999062484088453,0.9998006486107252,0.9999896438976552,0.9999227916811839,0.9999515890989348,0.9996709126866825,0.9997476497886275,0.9998323546843664,0.9996845781790128,0.9991561814695598,0.9995153316835221,0.99810723424,0.9995744672916116,1.0000439599899167,0.9976848136391606,0.9997495889184479,0.999135234398367,0.9994921680636524,0.9993240783124897,0.9994658691173268,0.9965305821214101,0.9983028435461418,0.99813128099428,1.0003197509195458,1.0051675372791797,0.9997277269309637,0.9991992766413048,0.9992123817108977,0.9979943929462731,0.9995796828907032,0.9996603228209697,0.9982687581784498,0.9993271893844936,0.9993645636046092,0.9953212096237473,0.9968206376604452,0.9918133195390259,0.9937911085035019,0.9975656214161105,0.9990913715260914,0.9994158513504211,0.9961098533956558,0.9983774257518976,0.998742707499722,0.998765992957244,0.9994828084632953,0.9985184662165,0.9937055673849428,0.9953587166382344,0.9976285103645995,0.9987954961723146,0.9860909184733688,0.9934296648064587,0.9971740441671997,0.9985335254186762,0.9993955083648097,0.9990591394211038,0.9962902602926642,0.9983248716130589,0.9990571610416545,0.9954979852641532,0.994441026385711,0.9986680926773459,0.9940627309490385,0.9971166034596577,1.0000926645375756,0.9989967290936284,0.9993901462963413,0.9985385968372157,0.9998446041430035,0.9983681325232014,1.0163265306122449
0.9981257932809434,0.9996013269526539,0.9999792878933228,0.9998455359806501,0.9999031805713532,0.9993417891900445,0.9994362101651464,0.999662978994812,0.9993691091952429,0.9983130888310393,0.9990307113281947,0.9962182948461772,0.9991178789754983,1.0000698752936692,0.9953751737132851,0.999499224971762,0.9982711771415246,0.9989840362837515,0.9986484231035206,0.998931702647657,0.9930709181461723,0.9966070199656352,0.9962643760744834,1.0005453358560499,1.0098211032074715,0.9994519418341524,0.9983965828304071,0.998425275290387,0.9959798114525362,0.9991593713544072,0.9993207725368,0.9965406528272172,0.998649922084553,0.9987284205622537,0.9906498588926322,0.9936517174829107,0.9836311374560517,0.9876170504226159,0.9951369009200328,0.9981835819754984,0.9988320292246252,0.9922342795628334,0.9967568340448825,0.9974611459893866,0.9975335055618036,0.9989651325760811,0.9970393330883772,0.9874508293039843,0.9907403068010053,0.9952629237351269,0.9975917949308385,0.9722614806103707,0.9869013427545151,0.9943566166599128,0.9970601724226575,0.9987913642975904,0.9981189731786697,0.9925936850897015,0.9966508872324014,0.9981150149464819,0.9910158497236389,0.9888461737733446,0.997338039687648,0.9881604203425388,0.9941430113756481,1.0001493674522013,0.9979943303627328,0.9987805906563629,0.9970794489332491,0.9996892087346202,0.9967388473985009,1.0326530612244897
0.9971899294548323,0.9994020353577924,0.9999689319873619,0.9997682333293099,0.9998547744186044,0.9990126312524414,0.9990958905207471,0.9994920580007343,0.9990535975522433,0.9974707227229914,0.9985461420948558,0.9943331734574552,0.9986345710393155,1.0000821458967977,0.9930710687256045,0.9992489090544646,0.9974078293272161,0.9984756339932878,0.9979730464189049,0.9983975035907662,0.9896211542443588,0.9949126137493954,0.9943993723295201,1.0006889354876054,1.0140930586043213,0.9991730111554027,0.9975920822250025,0.9976386830438134,0.9939601565537273,0.9987390688097165,0.9989813491274687,0.99481568275254,0.9979685122036949,0.998091615064079,0.9859873504864026,0.9904932159054582,0.975472499755038,0.9814780638260171,0.9927138524484415,0.997276632753134,0.9982485349784554,0.9883732580447896,0.9951382348086051,0.9961714830258197,0.9963025394021244,0.9984470192182261,0.9955625969520542,0.9812356353138246,0.9861446761928372,0.9929032294625769,0.9963889111407034,0.9585338504755816,0.9804148745335369,0.9915476994029374,0.9955806772766805,0.9981875686876802,0.9971795065034406,0.9889102857194437,0.9949780847107986,0.9971735705739627,0.9865535594961946,0.9832312953399414,0.9960098422915832,0.9822933240353526,0.9911038905169053,1.0001770711873117,0.9969928142014385,0.9981713367454413,0.9956225580503726,0.9995338146289006,0.9951121529359365,1.0489795918367348
0.9962548943202519,0.9992027741350828,0.999958576180115,0.999690884143752,0.9998063706415837,0.9986834405742305,0.998731492990918,0.999319750108795,0.9987380475405511,0.9966290837070211,0.9980616270563805,0.992451861731339,0.9981280471722507,1.000083817608928,0.9907724871615837,0.9989986420068661,0.9965451920004937,0.9979669883666735,0.9972979593158664,0.9978632748706859,0.9861814217966116,0.9932197031867375,0.992536350547239,1.0007603602868942,1.018070147576176,0.9988912522590915,0.9967859239458494,0.9968526071929243,0.9919378949503829,0.998318778556983,0.9986420525699347,0.9930938465851502,0.9972832460131745,0.9974541887793746,0.9813348929141349,0.9873451092224028,0.9673495374403221,0.975374336428818,0.990296488432735,0.9963705251175141,0.9976653698851838,0.9845267675705515,0.9935216376732109,0.9948767788420833,0.9950730959257635,0.997928511410941,0.994088254145193,0.97505983187339,0.9815717300887116,0.9905494167716017,0.9951868590051488,0.9449247756579849,0.9739700980908039,0.9887472740559122,0.9940956939294747,0.9975841223888233,0.9962407444473278,0.985240070808583,0.9933064991348683,0.9962328362296619,0.9821110790724981,0.9776046440580173,0.9946835014772233,0.976461542943776,0.9880099546591771,1.0001799305217642,0.9959921901725733,0.9975623880013351,0.9941679255126599,0.9993784226302244,0.9934880566926104,1.0653061224489795
0.9953206894324846,0.9990035435781264,0.9999482204719117,0.9996134888339306,0.9997579692411224,0.9983542188277298,0.9983455666376256,0.9991461930196842,0.9984224632612387,0.995788172272619,0.9975771692200849,0.9905743513442373,0.9976011787428078,1.000077066079126,0.9884794174293496,0.9987484246188774,0.995683266152661,0.997458124634162,0.9966231719670764,0.99732901936708,0.9827518386798407,0.9915283609353384,0.9906753857489798,1.0007676606871008,1.0218127775495833,0.9986069410078143,0.995978244107654,0.9960670498793105,0.9899146764782543,0.9978985038150991,0.9983028828395729,0.9913751427533388,0.996594385025175,0.9968161810367231,0.9766935343673553,0.9842073732226877,0.9592703292388688,0.969306013260995,0.9878848198766389,0.9954652601915749,0.9970825351408036,0.9806947858864826,0.9919070519967209,0.9935781616818057,0.9938451764459637,0.9974096486207435,0.992616300985771,0.9689232612661963,0.9770213729907118,0.9882014747709087,0.9939856523077256,0.9314470376329355,0.9675668476958824,0.9859553218746104,0.9926058056239584,0.9969810262193641,0.9953026918997431,0.9815830464022661,0.9916361645102243,0.9952928197065226,0.9776883709002393,0.9719720028679923,0.9933590179766607,0.9706650870241672,0.9848687485166865,1.0001609467032362,0.9949924670878186,0.9969537476507607,0.9927155522415969,0.9992230335091172,0.9918665654933946,1.0816326530612246
0.9943873162050714,0.998804343966036,0.9999378648630626,0.9995360478033175,0.999709570217992,0.9980249676578048,0.9979400002373396,0.998971506771874,0.9981068486371889,0.9949479888420232,0.997092771529567,0.9887006339914278,0.9970563478542949,1.0000634886370852,0.9861918478657945,0.9984982576336767,0.9948220527233904,0.996949066255613,0.9959486937451643,0.9967947399161059,0.9793325106058134,0.9898386545187289,0.9888165476789996,1.0007175421683039,1.0253645226896124,0.998320318467925,0.9951691672623033,0.9952820131677524,0.9878916534188008,0.9974782477241465,0.9979638399102928,0.9896595694934194,0.9959021687317289,0.996177628993554,0.9720641892346913,0.9810799832254069,0.9512404306343453,0.9632732027749745,0.9854788564651465,0.9945608389732961,0.9965000318689194,0.9768772897930632,0.9902944868723573,0.9922762166872915,0.9926187821488276,0.9968904671209085,0.9911467337735645,0.9628257618751029,0.9724935087005461,0.9858593924586345,0.9927853044270853,0.9181104321018735,0.9612049541551275,0.983171823737621,0.9911115345515805,0.9963782809637484,0.9943653535932382,0.9779392160950833,0.9899671138030607,0.9943535283219903,0.973285395484272,0.9663378672167212,0.9920363922867725,0.9649039093879623,0.9816862742593491,1.000122481291138,0.9939936530725704,0.9963454187250814,0.9912654387954808,0.9990676480041273,0.9902476854888315,1.0979591836734695
0.993454775921511,0.9986051755643193,0.9999275093538759,0.9994585614490481,0.999661173572924,0.9976956886826087,0.9975163567055405,0.9987957965416555,0.997791207423454,0.9941085337747001,0.9966084368664454,0.9868307013870397,0.9964955519881511,1.0000442863494978,0.9839097667421592,0.9982481417510308,0.9939615526027864,0.9964398350756509,0.9952745332977014,0.99626043931158,0.9759235322991123,0.9881506467699847,0.9869599012436757,1.0006156594553866,1.028757620823598,0.9980315963366024,0.994358807650879,0.9944974990493671,0.9858696586356249,0.9970580133478288,0.9976249237546303,0.9879471248599166,0.9952068169806491,0.9955385677909115,0.9674476591593052,0.9779629141129831,0.9432637502103239,0.9572759817943697,0.9830786066612341,0.9936572623452417,0.995917861125362,0.9730742551803536,0.9886839511354688,0.9909713235712843,0.991393914099844,0.996371000309638,0.9896795487916127,0.9567671684393363,0.9679880403882958,0.9835231587274713,0.9915858283509676,0.9049224616298719,0.9548842450164854,0.9803967601718334,0.9896133499318812,0.9957758873738598,0.9934287341089124,0.9743085811550589,0.9882993789804962,0.9934149689518491,0.9689021114804865,0.9607059001675425,0.9907156246880375,0.9591779256201131,0.978467526347192,1.0000664741748246,0.992995755624201,0.9957374040745494,0.9898175854043124,0.9989122668234025,0.988631422207465,1.1142857142857143
0.9925230697458067,0.9984060386256631,0.9999171539446338,0.9993810301621189,0.9996127793066215,0.9973663834940805,0.9970759864182382,0.9986191549184257,0.9974755432168867,0.993269807371402,0.9961241680520961,0.9849645452640002,0.9959204820409827,1.000020381286932,0.9816331622693448,0.9979980776303263,0.9931017666332306,0.9959304514626574,0.9946006986139679,0.995726120305832,0.9725249885368402,0.9864643962288034,0.985105506906371,1.0004668315980865,1.0320164439015196,0.9977409613690862,0.9935472702936086,0.9937135094446015,0.9838493110826374,0.9966378036759507,0.9972861343438401,0.9862378067349349,0.9945085320436662,0.9948990306949783,0.9628446499670773,0.9748561403624564,0.9353430800568404,0.9513143995828707,0.9806840777922675,0.9927545310832946,0.995336023902392,0.9692856570620889,0.9870754533703514,0.9896637645502908,0.9901705732501076,0.9958512789906208,0.9882147423074954,0.9507473122998007,0.9635048706561513,0.9811927623693464,0.9903872366896812,0.8918888397950264,0.9486045447639592,0.9776301113760489,0.9881116813177023,0.9951738461703338,0.9924928378815338,0.9706911406401169,0.9866329910479393,0.992477148061222,0.9645384757862558,0.9550791660546396,0.9893967152615961,0.953487026142955,0.975216755747553,0.9999945583309704,0.9919987816645106,0.9951297063813507,0.9883719920006246,0.9987568906463176,0.9870177806032358,1.1306122448979592
0.9915921987319343,0.9982069333906778,0.9999067986356232,0.9993034543275073,0.999564387419715,0.9970370536586103,0.9966200801364868,0.9984416637682362,0.9971598594651373,0.9924318098780172,0.9956399678492519,0.9831021573740287,0.9953325815127304,0.9999924943026872,0.9793620226029829,0.9977480658934085,0.9922426956113258,0.9954209344335146,0.9939271970843513,0.9951917856106852,0.9691369550698351,0.9847799574974868,0.9832534210435516,1.000275203109048,1.035159786848861,0.997448579017087,0.9927346519419419,0.9929300462060899,0.9818310813996046,0.9962176216266969,0.9969474716479775,0.9845316128370578,0.9938075004228566,0.994259049226754,0.9582557854233303,0.9717596360741176,0.9274804312212365,0.9453884812322411,0.9782952761276141,0.991852645864628,0.9947545211326283,0.965511469608433,0.9854690019167544,0.9883537690922953,0.9889487604420721,0.9953313316213285,0.9867523105746638,0.9447660216292878,0.9590439015985237,0.9788681920802901,0.989189541688975,0.8790138664327942,0.9423656750036186,0.9748718572432197,0.9866068975464831,0.9945721580438186,0.9915576692044865,0.9670868915084907,0.9849679800849763,0.9915400717328922,0.9601944436261837,0.9494602724421779,0.9880796639048184,0.9478310828764837,0.9719376327337873,0.9999081300357566,0.9910027375869501,0.9945223281715069,0.9869286582469571,0.9986015201248504,0.9854067650983578,1.146938775510204
