residuals1961,residuals1962,residuals1963,residuals1964,residuals1965,residuals1966,residuals1967,residuals1968,residuals1969,residuals1970,residuals1971,residuals1972,residuals1973,residuals1974,residuals1975,residuals1976,residuals1977,residuals1978,residuals1979,residuals1980,residuals1981,residuals1982,residuals1983,residuals1984,residuals1985,residuals1986,residuals1987,residuals1988,residuals1989,residuals1990,residuals1991,residuals1992,residuals1993,residuals1994,residuals1995,residuals1996,residuals1997,residuals1998,residuals1999,residuals2000,residuals2001,residuals2002,residuals2003,residuals2004,residuals2005
.10547736,.22238161,.40037832,.082116723,.011778926,.23348065,.2887429,.39669582,.042611185,.21433948,.37942705,.045132067,.3175489,.23748173,.27510908,.046064075,-.013776521,.060406756,.34350908,.32957342,.3151893,.037829455,.32129779,-.047247525,.39398679,.19117595,-.017484378,.32224208,.015304302,.088391095,.049858589,.092057571,.088740028,.012483348,.039128844,.27795699,.27507359,.052550714,.33992934,.060173895,.32965183,-.0017555836,.0057971892,.083875462,-.034351159
-.079111017,.21729051,-.016890289,.029637842,.10967042,.069719061,-.074255042,-.052024975,.16687636,.0015631217,.029711483,.043047499,.02507302,.0078591304,.0065059708,-.00075540226,.30626839,.017194923,.0082967402,.010565092,-.079946794,.0057831304,.17760989,.0028586506,-.059538241,.0092059644,.1770514,-.0025456727,.0016038611,-.00096214865,-.069465972,-.072167903,-.050543878,-.095908165,.061708797,-.10325665,.29247737,-.080096349,.3372246,.14557433,.00378779,.035265785,-.046718843,.17623451,.073114417
.076435395,.074733809,.38650084,.19321072,.27463534,.23503174,.19057792,-.066435732,.21029778,-.067746855,.031857211,.23351783,-.037377018,.33067739,-.036489032,.14497164,.21498226,.28718594,.13241179,.1213754,.11847376,.0698428,.13265924,.30815396,.33025676,-.053796262,.2379702,.33437219,-.11353987,.087016523,.086486183,-.11683986,.13780622,.29655945,.35574895,.33238477,.26319629,.14699687,.097963609,.21250328,.074963011,.16115434,-.088319719,.34234139,.086902492
-.25927022,-.22039737,-.19651599,-.1548529,-.14320104,-.078756347,-.25083825,-.2260422,-.15806229,-.17041695,-.22238377,-.1898278,-.19691959,-.15640375,-.25585124,-.26904613,-.24156883,-.26317763,-.22450545,-.18074057,-.23245712,-.10700599,-.20996612,-.21154186,-.21457432,-.18875974,-.2052234,-.26678193,-.24280092,-.25061056,-.19628996,-.17724392,-.20280629,-.25138971,-.20638876,-.22070554,-.24703231,-.20261157,-.24061406,-.24005914,-.19895107,-.22067545,-.1843117,-.2633279,-.20398337
-.056083031,-.099103533,-.043222468,-.085334793,.43640172,-.037454743,-.087208495,-.010197031,.18647958,.16912131,.21127006,.44507283,-.11048513,.34607887,.13403194,.48458079,.11231636,.26709151,.050578285,.53633839,.34858048,.53108281,-.086750813,-.098464169,.5074572,.35855484,.41226208,.44313395,.35012218,.11087398,.11820691,.48599741,.43297884,.4893322,.52972209,-.039911188,.44896805,.18373473,.36528698,.4416779,.22956182,.10222128,.38033614,-.034067955,.1552292
-.64120299,-.77503711,-.2357817,-.51497751,-.38187444,-.46218982,-.19757353,-.32588887,-.60231847,-.54441744,-.6456883,-.4771702,-.15700316,-.64706236,-.55035114,-.74393773,-.36048129,-.42741308,-.2202639,-.59601951,-.59745067,-.25941914,-.50800467,-.43953738,-.42311919,-.5539037,-.45647794,-.64519227,-.43591401,-.36855903,-.63282645,-.4013665,-.53842467,-.4006812,-.62693971,-.40542659,-.24317884,-.63121349,-.44129348,-.48143721,-.5672093,-.55610156,-.5694086,-.4526189,-.4790318
-.2683365,-.073669173,-.088267431,-.27662224,-.20215906,-.43304953,-.24887647,-.2877121,-.17034474,-.094711572,-.14393166,-.42651945,-.27282727,-.14687881,-.24156258,-.19668168,-.21085644,-.31038362,-.17347102,-.1967576,-.42637283,-.22777759,-.18782941,-.10211349,-.1679827,-.16879685,-.17300463,-.42059287,-.11595131,-.36556113,-.15955125,-.20197234,-.26962051,-.34504503,-.31595999,-.090648659,-.2324724,-.39065525,-.26873705,-.16982995,-.31208849,-.3475152,-.28827694,-.064885564,-.29018289
.064381011,.22048198,.12212244,.043129634,.32560411,.087682649,-.0057209907,.22981068,.3832494,.077940702,.11253782,.048454966,.28056702,.15204856,.26734576,-.011019218,.24018221,.3448846,.17813596,.19371265,.16235979,.1581683,.072689407,-.010663415,.15734707,.2498004,.078084238,.073997855,.26019594,.39111295,.34827733,.042218845,.07722459,.29180938,.27555567,.26232788,.2637282,.1587023,-.024630401,.2479808,.35540274,.090351686,.16732892,-.042763509,.0144468
-.13071616,-.12808987,-.093179233,-.1178582,-.047008667,-.22542953,-.10640246,-.11515658,-.24224444,-.245997,-.16492364,-.063228659,-.2532846,-.23022884,-.22485292,-.14017254,-.17875396,-.17563353,-.25836152,-.17160879,-.11173948,-.22623682,-.12900479,-.29321477,-.084536247,-.22823848,-.24617852,-.28871688,-.060278852,-.26366034,-.18356779,-.13757442,-.13114068,-.20767854,-.14719966,-.084029913,-.078843877,-.13402629,-.1375259,-.22827315,-.11502823,-.066775985,-.19884753,-.11577206,-.26858813
.031199573,-.072662279,.05108181,.12618509,-.039899826,-.043705713,-.035336904,.012533349,.034583066,-.033418763,.088265307,-.067924365,-.055917673,-.061409947,-.050296061,.12341647,.16736181,-.04221946,.10067954,-.065246806,.094266109,-.066935129,.098067783,.039569732,-.047593947,.13904685,-.070966743,.062353324,.061707217,-.044813223,-.00047521596,.047999989,.044239346,.1185343,-.024010669,-.011248331,.040909458,-.075471155,.13863692,-.038713422,-.059570681,-.079355687,-.018649209,-.043269113,.086250313
-.34057966,-.48108575,-.36043471,-.13221325,-.47142485,-.1435196,-.36808047,-.71938431,-.46473688,-.46965122,-.44711256,-.36641625,-.25236797,-.46261474,-.31970343,-.48424736,-.591263,-.4564243,-.52143687,-.093167514,-.3702687,-.77370369,-.34568623,-.66374546,-.45838314,-.52432877,-.63121164,-.466322,-.46725893,-.21931759,-.47340745,-.79592282,-.53010219,-.48543957,-.49138272,-.19128783,-.14436245,-.51190007,-.53658187,-.49868786,-.556108,-.3481932,-.50334543,-.51361531,-.38911161
-.12957758,-.35008892,-.44757774,-.17671792,-.48774248,-.44485575,-.32289287,-.32553792,-.26515174,-.47029492,-.4451552,-.39845431,-.26333258,-.095533445,-.14188799,-.11843497,-.43377107,-.43617594,-.37635085,-.35770804,-.43157685,-.27014688,-.14576957,-.13368075,-.41073066,-.50844914,-.41240731,-.3030214,-.39114457,-.44672415,-.4543767,-.33365336,-.432836,-.35549754,-.50072432,-.4482058,-.11795621,-.13649589,-.40760651,-.37982577,-.25907531,-.26884538,-.24813174,-.30020115,-.47947556
-.33023033,-.18235745,-.24133258,-.25167528,-.14805019,-.38279256,-.38410893,-.40299177,-.35250711,-.19415508,-.2270349,-.32901719,-.23586412,-.26005638,-.34001395,-.28235179,-.2670601,-.26508996,-.3103323,-.33833891,-.22583249,-.38206205,-.32753393,-.21042472,-.3447862,-.2080358,-.21610002,-.31183207,-.40154636,-.41065967,-.40182784,-.39480427,-.22342542,-.19284181,-.2628234,-.3556619,-.34308207,-.3182314,-.36715594,-.36315838,-.32906121,-.28148732,-.39607474,-.19773729,-.37319267
-.30153441,-.41479507,-.30519909,-.29545069,-.50966674,-.40673482,-.40083486,-.419862,-.142884,-.42118871,-.45831481,-.30475694,-.31507117,-.41594779,-.43213704,-.5030759,-.291127,-.057197776,-.4115167,-.38699123,-.51951391,-.47090149,-.19910669,-.4581396,-.35797232,-.28100112,-.514952,-.11374662,-.49745092,-.43704095,-.30604738,-.43872601,-.28244799,-.41586116,-.28864819,-.33240169,-.14537306,-.30332011,-.27678469,-.47836295,-.12516992,-.35768646,-.41689405,-.12270377,-.32440704
-.047522373,-.20601542,-.19344607,-.10771825,-.1436446,-.23533088,-.26097766,-.14693609,-.1683585,-.15360379,-.30286971,-.12198678,-.24631777,-.058831092,-.056698065,-.27893332,-.14298381,-.13448068,-.29000312,-.12446268,-.19250472,-.054670449,-.1884582,-.067459829,-.27317864,-.17516309,-.16832179,-.11122497,-.23390698,-.20605466,-.13330416,-.12934406,-.1038918,-.068681374,-.20416628,-.2354656,-.19087979,-.12871343,-.16852099,-.091634572,-.14183062,-.15103182,-.12111422,-.18463373,-.18956158
-.083790608,-.011980454,-.10983035,-.017463641,-.059987906,-.062924683,-.0034986387,-.032275058,-.11471423,-.039052214,-.083510011,-.036017668,-.075949125,-.0066396622,-.059672013,.012368296,-.061041564,-.028518725,-.022433307,-.020066436,-.094629385,-.082751706,-.028447989,-.024373155,-.066714205,-.032076467,-.038082831,-.012347522,-.074613556,-.12743355,-.056417715,-.042199351,-.088757761,-.061452243,-.016086247,-.027169723,-.094997123,-.042996589,-.10724548,-.044385467,-.10328181,-.082682028,-.050855666,-.040146489,-.10805272
.2042612,.018330103,.27192223,.19619831,-.035584625,.24384309,-.026800903,.17492294,.10994674,.16790907,.15547021,.21631676,.20484693,-.019273991,.073496841,.26192302,.31348953,.34125578,-.00034232723,.078129619,.25696048,.37386423,.24904829,.052719858,.088596247,.19001351,.29195824,.043245208,.21281399,.30395636,.28610158,.071829572,.10115775,.058497604,.21083379,.2618852,.23890145,.33587548,.18221405,-.059190787,.31944132,.13674767,-.031295095,.10573986,.078983717
.24939309,-.05990237,-.235266,.15163869,.07034228,-.1508846,-.20420927,-.0090763895,.18511294,-.085210264,.091418512,.010700245,-.16656795,-.0033366485,-.083885953,-.19159691,-.16200383,-.17658226,-.1832779,-.023237545,.0022244425,.070714399,.039536376,.17371607,.2343026,.072756812,.053478766,-.058730192,-.12950286,-.12975374,.20835868,-.23416384,-.022168066,-.20634076,-.20034383,.16473916,.12753031,-.27680087,-.19256496,-.17938514,.02009904,-.1038416,-.19338873,-.028881464,-.032488029
-.23863925,-.4658609,-.28159186,-.21853285,-.10299098,-.12756543,-.21224906,-.46622914,-.29029101,-.19491991,-.40702561,-.18468067,-.47129664,-.23545595,-.45668808,-.50206792,-.2029175,-.13444887,-.22561644,-.21625769,-.32359102,-.4587118,-.55437958,-.26340947,-.4660171,-.29474363,-.55554456,-.31116825,-.12160063,-.28051353,-.15562023,-.47120124,-.47775891,-.53873134,-.5856961,-.49572086,-.1506983,-.49804762,-.46016669,-.47174647,-.4817352,-.13774981,-.30073273,-.4391934,-.48932216
-.42445412,-.17194368,-.47623575,-.30436653,-.46298295,-.35538936,-.41352311,-.43503988,-.41458103,-.34297791,-.11924483,-.27187672,-.33024737,-.4064337,-.30739227,-.19342957,-.12153427,-.25292891,-.26921242,-.39366275,-.41631785,-.35220057,-.37902772,-.39017808,-.31796971,-.22969815,-.38919565,-.13387951,-.31630069,-.41808751,-.34708577,-.40611786,-.087494254,-.33658376,-.13547301,-.48380765,-.40202579,-.45095399,-.38769528,-.14702,-.16544917,-.10795511,-.45644867,-.37088692,-.4193975
-.32976705,-.11153799,-.26807159,-.5382669,-.2509242,-.38792267,-.27491534,-.38811544,-.50455022,-.2096255,-.26766005,-.26716518,-.19190228,-.27065939,-.60036194,-.5557313,-.34090334,-.22518899,-.27724871,-.36692581,-.11981529,-.48315388,-.37386754,-.42410314,-.57433325,-.57302523,-.33172408,-.29885283,-.57084101,-.25445634,-.17331424,-.54579002,-.49496955,-.11738808,-.53731418,-.37944901,-.31306261,-.6161083,-.50358164,-.28191093,-.24004123,-.26592773,-.35855216,-.39945999,-.42747736
-.098464996,-.4720788,-.26283306,-.2664538,-.28948933,-.24072148,-.32766625,-.13032643,-.34387934,-.32692572,-.29432926,-.18685108,-.44166857,-.35483283,-.26871014,-.30778319,-.15907328,-.26481187,-.19123162,-.44085541,-.31592774,-.42814729,-.26511481,-.24209964,-.080593504,-.21416733,-.17136608,-.26446331,-.30910832,-.45877996,-.15145023,-.22267409,-.13388656,-.31959128,-.29478851,-.1856377,-.27269089,-.19872633,-.27765957,-.33222055,-.27609837,-.46034306,-.31538883,-.38524836,-.47912231
-.027016932,-.17789581,-.13130337,-.042774841,-.19067559,-.19705787,-.071790211,-.069464371,-.16915916,-.0049581407,-.040216573,-.027622962,-.021929758,-.037882268,-.05212323,-.078049205,-.16021627,-.07574898,-.21342315,-.21833065,-.064173974,-.051004909,-.076046214,-.054692786,-.0061082495,-.044901434,-.12446371,-.054935016,-.17790411,-.10109835,-.14599036,-.11921068,-.089573197,-.045248039,-.084400065,-.047941744,-.05828952,-.095929243,-.098212466,-.21381174,-.034756217,-.046497714,-.069590762,-.17381525,-.068821058
-.30877689,-.20424205,-.19091506,-.25988337,-.26308572,-.20695361,-.30686003,-.1255599,-.22341219,-.16465686,-.32658356,-.18754771,-.21594062,-.26751468,-.2482134,-.24935503,-.19637036,-.2599622,-.25519377,-.20174822,-.31957877,-.14315222,-.23912759,-.063452795,-.25020635,-.16757406,-.14977619,-.16088517,-.2875025,-.18373552,-.26919353,-.17304614,-.21465747,-.28920242,-.30569384,-.20550872,-.13310151,-.1459095,-.2098355,-.1563669,-.32298037,-.25966439,-.15270129,-.27257171,-.33582452
-.27620232,-.20587148,-.27198133,-.17876104,-.27416983,-.2974287,-.29047528,-.20200822,-.2306136,-.29563674,-.28608754,-.29923275,-.28712893,-.29828426,-.31502172,-.27471134,-.30489385,-.30961272,-.30168393,-.22547239,-.29471761,-.22833517,-.19041328,-.29459134,-.31872916,-.28642204,-.31611034,-.28720081,-.29972109,-.2521171,-.13293135,-.3420631,-.31311387,-.30049613,-.21542844,-.29298076,-.33403969,-.31583062,-.28697771,-.19353494,-.28222978,-.13981941,-.1906517,-.29814309,-.28836808
