residuals_ind1961,residuals_ind1962,residuals_ind1963,residuals_ind1964,residuals_ind1965,residuals_ind1966,residuals_ind1967,residuals_ind1968,residuals_ind1969,residuals_ind1970,residuals_ind1971,residuals_ind1972,residuals_ind1973,residuals_ind1974,residuals_ind1975,residuals_ind1976,residuals_ind1977,residuals_ind1978,residuals_ind1979,residuals_ind1980,residuals_ind1981,residuals_ind1982,residuals_ind1983,residuals_ind1984,residuals_ind1985,residuals_ind1986,residuals_ind1987,residuals_ind1988,residuals_ind1989,residuals_ind1990,residuals_ind1991,residuals_ind1992,residuals_ind1993,residuals_ind1994,residuals_ind1995,residuals_ind1996,residuals_ind1997,residuals_ind1998,residuals_ind1999,residuals_ind2000,residuals_ind2001,residuals_ind2002,residuals_ind2003,residuals_ind2004,residuals_ind2005
.011146353,.020632267,.014670401,.034209684,.0026513191,.022543943,-.026207635,-.00986645,.0075491932,-.0052911211,.0093603525,.047905311,.031923506,-.01009847,-.072870344,.0080047287,.024367379,-.0043355688,-.0056960899,-.044441823,-.03636897,-.054844856,-.060941964,.03380546,-.019778235,.0034333083,.028096952,.024354419,.00013114988,-.041777108,-.044214033,.0071958676,-.00029975155,.025129242,.019945217,-.014901859,-.0082022371,-.023264779,-.0055301283,.040363692,-.039453827,.016002983,.033072125,.023984922,.037905473
-.056749053,-.033873618,-.054550081,-.033121414,-.065358944,-.051159762,-.071525231,-.060449559,-.054153521,.03326882,.071883664,.093276545,.024428103,.12151914,.017163621,.048838001,.055645913,.056944668,.051563893,.11239796,.0074541285,-.058288414,-.0095102806,.073196769,-.0014067781,.010481549,.026259594,-.020494077,-.039347488,-.052073613,-.050398406,.0019151841,.005631648,-.019308953,-.0025103344,.029726416,.018733384,.029270563,.033240981,.040141292,-.047321808,-.057229623,-.040973082,-.076192804,-.0069850027
.0055674911,.020280911,.013177373,.011454819,.0031596816,-.013045959,-.013967447,.012706283,.0099534616,-.0023206901,-.0044697956,.037628178,.019400608,-.052501012,-.043256566,.049188983,.021738876,-.041321803,.0049581928,.0049463082,-.062276471,-.025564948,-.048502084,-.0028488196,-.049117412,.0056711277,.022011807,.037774894,-.0098952297,-.01414474,-.020664556,.043780409,-.0059769806,.036006898,.026635999,-.0067968965,.013502475,.0096082799,.048227459,.079072304,-.02822222,.0051362948,-.0073298537,-.072649576,-.016716048
-.02022671,.0033994541,-.018494109,-.016494852,-.033201598,-.008964438,-.012322953,.0039760745,.024928641,.0083350427,-.0085867643,.0075371112,-.0069687041,.046812952,.038470045,.039437715,.03110872,-.025187474,.0063564857,.030689929,.0068379561,-.021779012,.03889202,.0095298514,.018101243,.02337517,-.13696532,.049402803,.015015597,.010997713,-.023340369,.0091702482,.0082892161,-.0026225385,-.025794227,-.068567358,-.044538222,-.068385534,-.030519646,-.017484913,-.0083097257,.058215752,.0057828864,.060010742,.044081111
.0073402459,.024492811,.018628946,.0050757825,.016169967,.016156226,-.042824581,-.0054751863,-.015385687,-.025241034,.0087414077,.038361274,.020957747,-.027144793,-.043461733,.029381558,.034532841,-.031246219,.0045711705,-.0058106249,-.032321379,-.01478228,-.025646774,.034741048,-.038502276,.019841261,.014328049,.033393946,-.01970787,-.046358053,-.027309183,.02761537,-.0066296314,.024109537,.014748066,-.032435559,-.00061742362,-.024706094,.014987625,.051866174,-.039497934,.019486627,.012692895,-.00027880087,.01316254
.03989787,.03698669,.014097486,.0056439638,.025784167,.020975031,-.054452982,.000025085868,-.023651255,-.060877256,-.014474419,.015428627,-.0042838762,-.041807584,-.075851411,-.014776587,.065544151,-.0051030759,.031403329,.011665822,-.026436584,-.043665867,-.026100067,.070911273,-.074073836,.038514741,.007630636,.071981817,.026400199,-.0010427861,-.010355514,.024840262,.018100338,.046714429,.021728523,-.046932388,-.016212152,-.060267162,.029661905,.058755349,-.055408016,-.14830597,.033312675,.027785156,.060289271
-.033780817,.014970286,-.020593943,.078430504,.051747631,-.091821961,-.023324694,.00021708709,.01855563,.068670578,.01199575,-.052715268,-.0025662843,.0916766,-.0029641984,.029822782,.00025588964,-.055810943,.018565072,.015289409,-.072413415,-.033223093,-.046396825,.02951679,-.067266256,-.0068764356,.020481283,-.05048909,-.053799801,-.030568095,-.054166157,.00091873168,-.032985553,.017803498,.12600562,.090738505,.03468731,.16574757,.050944488,.01023325,-.036959138,-.087053008,-.023046996,-.041252438,-.027199848
-.013419983,.036021877,.014605468,-.0024892774,.019694997,-.009202824,-.023130974,.017394092,.0004860308,-.0167068,.027767934,-.02007135,.034181051,-.0007427808,-.0090739243,.027613467,.0082158102,-.011050117,-.012453097,-.039727278,-.043091636,-.026093431,.0053202976,.015491054,-.0015158618,-.01861898,.0085613569,.034577094,.00041986536,-.013809342,-.03517738,-.0019912864,-.0023616469,.0038725659,-.013955891,-.010887668,.013690621,.004234205,-.0072832061,-.0050938167,-.0081316866,.036499359,.01440181,.0085567376,.01447455
-.0052614715,-.0078829583,.013203381,.012537689,-.0035490491,-.00080647925,-.0037997984,.0081378566,.063404113,-.0065417234,.033824209,-.046087164,.066788204,.0072180168,-.0276701,-.013033911,-.033131316,-.037218779,.016075725,-.034214389,-.04450886,.018004963,-.064620785,-.023323176,.021725057,.032085955,-.014374022,.036616821,.012229119,.01226045,.0058332621,-.022115279,.0033965246,-.012744359,.009040663,-.042963594,.044927649,.037438702,-.023392135,-.040352944,.068043679,-.030521346,.006305973,-.040050071,.049065702
.042693987,-.028409339,.0059095896,.023152668,.013965167,-.0083713075,-.00037869503,.00032125955,-.045999143,-.0060910028,.0070418278,.079014719,-.02189914,.042062223,.037963148,-.0011220247,-.044555411,-.0013717081,-.013924757,.027505148,-.0068835886,-.0081137,-.054082047,-.01873464,-.051034313,-.017719453,.033016462,-.032503825,.0010623214,.001513308,-.046086606,.0063257166,-.007073469,.0036223026,-.014754575,-.014511402,-.010072839,.020306341,-.038663357,.014143643,.0049955165,.09327466,.046825733,-.0088941576,-.0034652441
.024808891,.030825777,.041936692,.049068097,.019159539,.024190474,-.039183959,-.00026374377,-.17924497,.086806513,.10269274,-.065660067,.0022596349,-.024486469,.065118104,-.095423743,.073425598,.050124999,.0061956244,-.021624358,-.16191727,-.096549131,.053522117,.1007893,-.21391958,-.022044519,.10347668,-.094576515,-.02078942,.063668914,.069312185,-.095797308,.055952542,-.08401449,-.0083839381,.14131199,-.087239198,.011152202,.11609494,-.0019739035,.0074490095,-.001017514,.015553065,.0069655087,-.0077510457
-.040048026,-.037895318,-.0047009122,.036492486,.018035358,-.068425477,-.0062045483,-.021666499,.0085189221,-.0058749258,-.019468153,.024312042,.039787341,.032344185,.0020177027,.0061936188,.040603481,.066624783,.039112493,.018939432,-.035531018,.00015578677,.0019976811,.018788066,.010723704,.023560094,.014633399,-.041149344,-.029913353,.010462445,-.025003184,.0055288207,-.023678117,-.023232456,.00068854593,-.068571627,-.016243087,-.04389634,.022181511,.014369047,.0099247275,-.017728506,.027752906,.018594695,.016887616
