user,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29,s30,s31,s32,s33,s34,s35,s36,s37,s38,s39,s40,s41,s42,s43,s44,s45,s46,s47,s48,s49,s50,s51,s52,s53,s54,s55,s56,s57,s58,s59,s60,s61,s62,s63,s64,s65,s66,s67,s68,s69,s70,s71
"Elektr.Strom,DL d.Elektriz.-,Wärme-u.Kälteversorg.",0.0,3.32016335203692e-5,0.0,0.04510441913742156,0.00375178458780172,9.960490056110761e-5,6.64032670407384e-5,0.0,0.00011620571732129221,1.66008167601846e-5,0.0001328065340814768,0.00977788107174873,4.9802450280553805e-5,0.0,1.66008167601846e-5,0.0,0.00187589229390086,0.0003818187854842458,0.00016600816760184602,0.0,0.00018260898436203062,0.011504366014807928,0.03034629303761745,0.0003818187854842458,0.0005478269530860919,4.9802450280553805e-5,1.66008167601846e-5,0.03452969886118397,0.4141903781666058,0.03207277798067665,0.00018260898436203062,0.0021415053620638135,0.00016600816760184602,0.01814469271888177,0.035226933165111725,0.0013446661575749527,0.033185032703609015,0.010093296590192237,0.01371227464391248,0.0011952588067332913,0.0,0.0008798432882897838,0.004814236860453534,0.0,0.0006308310368870148,0.0002822138849231382,0.0013944686078555064,0.0108901357946811,0.007752581427006209,0.015239549785849463,0.000249012251402769,0.016634018393704972,0.0014774726916564295,0.029997675885653573,0.0,0.0014110694246156912,0.003701982137521166,0.02503403167435838,0.0016268800424980908,0.0010624522726518145,0.028985026063282314,0.14389587967728013,0.0,0.0006806334871675687,0.0,0.0,0.00011620571732129221,0.0,0.0020917029117832595,0.0,0.0003486171519638766
"Indust.erz.Gase, Dienstleistungen d.Gasversorgung",0.0,0.0,0.0,0.0,0.02879689879551433,0.0,0.0,0.0,0.0006922331441229406,0.0006922331441229406,0.0037380589782638795,0.0,0.0015229129170704694,0.0,0.0,0.0,0.0,0.013567769624809637,0.0,0.0005537865152983525,0.015644469057178458,0.010106603904194933,0.0,0.003461165720614703,0.003045825834140939,0.0,0.0,0.017444275231898104,0.11532604181088191,0.29876782500346116,0.0,0.001246019659421293,0.0038765056070884673,0.03336563754672574,0.04139554201855185,0.004845632008860584,0.013152429738335872,0.006922331441229406,0.08223729752180535,0.0,0.0005537865152983525,0.007614564585352346,0.02422816004430292,0.0,0.0020766994323688217,0.00013844662882458813,0.012737089851862107,0.00955281738889658,0.01619825557247681,0.024643499930776684,0.0,0.02228990724075869,0.009829710646545756,0.050394572892150075,0.0,0.005537865152983525,0.006506991554755642,0.03585767686556832,0.002353592690017998,0.0008306797729475288,0.01481378928423093,0.04014952235913056,0.0,0.0,0.0,0.0,0.0,0.0,0.0041533988647376435,0.006506991554755642,0.0026304859476671744
"Wasser, Dienstleistungen der Wasserversorgung",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009104704097116844,0.0024279210925644916,0.0,0.004855842185128983,0.0,0.0021244309559939304,0.0,0.007587253414264037,0.011836115326251897,0.0,0.006980273141122913,0.022154779969650987,0.010015174506828529,0.005462822458270106,0.05918057663125948,0.006676783004552352,0.00030349013657056146,0.0,0.01851289833080425,0.3156297420333839,0.0,0.0015174506828528073,0.0,0.007283763277693475,0.0,0.11987860394537178,0.0018209408194233688,0.05250379362670713,0.018209408194233688,0.007587253414264037,0.0,0.00030349013657056146,0.013353566009104704,0.013050075872534143,0.0,0.0030349013657056147,0.00030349013657056146,0.007587253414264037,0.0,0.015174506828528073,0.024886191198786038,0.0,0.016084977238239758,0.0024279210925644916,0.11198786039453718,0.0,0.020940819423368742,0.0030349013657056147,0.007587253414264037,0.0,0.005462822458270106,0.0039453717754172985,0.05007587253414264,0.0,0.0,0.006980273141122913,0.0,0.0,0.002731411229135053,0.00030349013657056146,0.007283763277693475,0.0
"DL d. Abwasser-, Abfallentsorgung u. Rückgewinnung",0.0,0.0,0.0,0.0,3.480924533556112e-5,0.001984126984126984,3.480924533556112e-5,0.0,0.0010094681147312726,3.480924533556112e-5,0.0020885547201336674,0.008911166805903648,0.00588276246170983,0.0,0.005082149818991924,6.961849067112225e-5,0.0,0.0,0.0,0.0,0.020015316067947646,3.480924533556112e-5,0.0,0.00010442773600668337,0.0,3.480924533556112e-5,0.0,0.00020885547201336674,0.0,0.00024366471734892786,0.0009050403787245892,0.3227165135059872,0.00024366471734892786,0.04845446950710108,0.08521303258145363,0.015037593984962405,0.051935394040657196,0.004142300194931774,0.00038290169869117235,0.0,0.00020885547201336674,0.0,0.0,0.0,0.005673906989696463,0.0,0.006474519632414369,0.05910609857978279,0.011626287942077415,0.019597605123920912,0.0,0.025480367585630742,0.021755778334725702,0.11883876357560567,0.0,0.0009398496240601503,0.009537733221943748,0.04995126705653021,0.014480646059593427,0.00017404622667780562,0.0477234753550543,0.02199944305207463,0.0,0.0009050403787245892,0.0,0.0,0.0,0.0,0.005743525480367585,0.0,0.004977722082985241
Hochbauarbeiten,0.0,0.0,0.0,0.0,0.0,0.020663452351856376,0.0,0.00019996889372764237,0.010265069878018975,0.0,0.0002221876596973804,0.007309974004043815,0.0009331881707289977,0.0,0.024862799120136867,8.887506387895217e-5,0.18017197324860576,0.007221098940164863,0.0013331259581842825,0.0,0.03039527184660164,0.0001110938298486902,0.0004888128513342369,0.0,0.0,0.0,0.00028884395760659455,0.0,0.005821316684071366,0.00015553136178816628,0.000533250383273713,0.0003555002555158087,0.04772590930299731,0.0,0.13668984824582842,0.002910658342035683,0.04952562934654609,0.01246472770902304,0.002288532894883018,0.0,0.0001110938298486902,0.0030217521718843734,0.00013331259581842825,0.0073544115359832915,0.0003777190214855467,0.0,0.0012664696602750682,0.0013997822560934965,0.016975137200879863,0.0036660963850067767,0.0,0.27917879440975846,0.010687226431443998,0.018308263159064146,0.0,2.2218765969738042e-5,0.001577532383851401,0.05550247739240562,0.003243939831581754,0.00019996889372764237,0.014308885284511299,0.036016619636945364,0.0,0.0,0.0,0.0,0.0,0.0,0.0030439709378541117,0.0004443753193947608,0.00013331259581842825
Tiefbauarbeiten,0.0,0.0,0.0,0.0,0.0,0.04707656888818323,0.0,0.00023816139403802644,0.02306196165601556,0.0,0.00035724209105703964,0.026078672647163896,0.001270194101536141,0.0,0.03306474020561267,7.938713134600881e-5,0.2118048664311515,0.009685230024213076,0.0013098876672091454,0.0,0.022744413130631524,0.0,0.0007144841821140793,0.0006747906164410749,0.0,0.0,7.938713134600881e-5,0.00015877426269201762,0.0,0.00039693565673004405,0.0007938713134600881,0.0008335648791330926,0.052276425991346805,0.0,0.08188782598340809,0.0036915016075894096,0.08303893938792521,0.014964474258722662,0.0036915016075894096,0.0,0.00011908069701901322,0.0025006946373992774,0.00035724209105703964,0.008415035922676934,0.00031754852538403523,0.0,0.0009129520104791014,0.0013495812328821499,0.015956813400547772,0.004366292224030485,0.0,0.17862104552851982,0.01043940777200016,0.01817965307823602,0.0,3.9693565673004404e-5,0.0016274361925931807,0.07498114555630532,0.0046441471837415154,0.00019846782836502203,0.01468661929901163,0.03774858095502719,0.0,0.0,0.0,0.0,0.0,0.0,0.003532727344897392,0.0009526455761521057,7.938713134600881e-5
"Vorb.Baustellen-,Bauinstallations-,Ausbauarbeiten",0.0,0.0,0.0,0.0,0.0,0.0011400283466507816,0.0,0.0012119220261692994,0.029733171743729844,0.0002773041924285685,0.0005648789105026395,0.01015754986340201,0.013813856993200911,0.0,0.07553971612267116,0.0013557093852063348,0.06332806113016864,0.006973686913296222,0.0012530041287513096,0.0009654294106772385,0.08441345028038535,0.00028757471807407104,0.06168477702688824,0.024320604728550008,0.0,0.0,8.216420516402029e-5,0.0015611198981163857,0.004755253373867675,0.000821642051640203,0.0008524536285767105,0.0024135735266930963,0.008771028901259166,0.0,0.15302056159234229,0.005124992297105766,0.1506583406938767,0.039562064786475774,0.00206437565474601,0.0,0.00012324630774603043,0.006141774336010517,0.0013865209621428424,0.003389273463015837,0.0010989462440687714,0.0,0.004005505001745989,0.007466672144280344,0.02518332888277222,0.0073742374134708214,0.0,0.06374915268163425,0.015118213750179734,0.016987449417661196,0.0,0.0007702894234126903,0.001129757821005279,0.041441570979602736,0.0016022020006983958,0.00026703366678306595,0.03290676416819013,0.016751227327814637,0.0,0.00015405788468253806,0.0,0.0,1.0270525645502536e-5,0.0,0.005741223835835918,0.0002259515642010558,0.00026703366678306595
"Handelsleistungen mit Kfz, Instandh. und Reparatur",0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76548555936288e-5,0.0006024776894980608,0.000188274277968144,0.007455661407538502,0.00500809579395263,0.007568625974319389,0.0,0.041269721730617166,0.0023722559023986144,0.0,0.000753097111872576,0.0001506194223745152,0.01720826900628836,0.05117294875174154,0.0008284068230598336,0.002447565613585872,0.007945174530255677,0.10701509959709304,0.0001129645667808864,0.0,0.0006777874006853184,0.034265918590202206,0.007681590541100275,0.0018827427796814398,0.008509997364160108,0.0005648228339044319,0.0,0.02756335429453628,0.0960951914749407,0.05561622171178974,0.02195278081108559,0.007267387129570358,0.0,0.0,0.0021086719132432127,0.016869375305945702,0.0,0.003690175848175622,0.0,0.004254998682080054,0.016718755883571187,0.04390556162217118,0.012350792634710245,0.0,0.19915653123470273,0.056934141657566745,0.0009413713898407199,0.0,0.03998945664043378,0.008020484241442935,0.013103889746582822,0.0047068569492036,0.0004518582671235456,0.04334073878826675,0.010242120721467032,0.0,0.0001129645667808864,0.0,0.0,3.76548555936288e-5,0.0001506194223745152,0.007945174530255677,0.0,0.000753097111872576
Großhandelsleistungen (oh.Handelsleistungen m.Kfz),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007256767153948381,0.0153616143246835,0.0045726376162831366,0.017905854375043717,0.0,0.0,0.002360635098272365,0.0,0.0,0.0,0.0004546408337413443,0.0,0.0,0.0003672099041757012,0.0009180247604392529,0.00034972371826257255,0.0,0.0,2.622927886969294e-5,4.371546478282157e-5,0.019348464712876826,0.0018622787997481989,0.0004546408337413443,0.003112541092536896,0.0001224033013919004,1.748618591312863e-5,0.011637056725187103,0.0004896132055676016,0.043750437154647825,0.007134363852556481,0.12147653353850459,0.009110302860740015,0.0009879695040917675,0.32909876197803734,0.04908372385815206,0.010509197733790306,0.0026316709799258584,0.00011366020843533608,0.009084073581870323,0.035033573476953205,0.019444638735399034,0.004275372455759949,0.0,0.08350528082814576,0.04302476043925299,0.0030513394418409455,0.0,0.008751836049520878,0.005009792264111352,0.0410138490592432,0.004380289571238721,0.000306008253479751,0.08009547457508569,0.005044764635937609,0.0,0.0,0.00015737567321815764,0.0,3.497237182625726e-5,0.0,0.0027715604672308874,0.00015737567321815764,0.0008305938308736098
Einzelhandelsleistungen (ohne Handelsleist.m.Kfz),0.0,0.0,0.0,0.0,1.1580910027909993e-5,1.1580910027909993e-5,0.0,0.0003358463908093898,0.0006716927816187796,0.012171536439333403,0.019884422517921458,0.004504974000856987,0.0007759209718699695,2.3161820055819987e-5,0.006184205954903936,2.3161820055819987e-5,8.106637019536995e-5,0.0006832736916466895,0.0,0.0,0.001366547383293379,0.0004632364011163997,0.00044007458106057974,0.0012970619231259192,0.0,1.1580910027909993e-5,0.0,0.001968754704744699,0.04762070203476589,0.005825197744038726,0.0009264728022327994,0.013665473832933792,0.0004632364011163997,0.0,0.024933699290090216,0.026971939455002373,0.030098785162538073,0.011048188166626133,0.026659254884248803,0.0,0.0004863982211722197,0.023381857346350277,0.1594459692642648,0.003393206638177628,0.012287345539612502,0.0012854810130980092,0.012565287380282343,0.028442715028546943,0.03181275984666875,0.01820519056387451,0.0,0.2350229881064054,0.05683910641698225,0.005547255903368887,0.0,0.02017394526861921,0.006855898736522716,0.03549548923554413,0.004690268561303547,0.00039375094094893975,0.07247333495466074,0.009820611703667674,0.0,0.0004632364011163997,0.0011233482727072692,0.0,8.106637019536995e-5,9.264728022327995e-5,0.015425772157176111,0.003057360247368238,0.002015078344856339
